Date,Time,Headlines,Description,tb_sentiment,vs_sentiment,ann_sentiment,cnn_sentiment
2019-11-10,17:00:00,$9 billion money manager who called record run sees new highs ahead,"The S&P 500 could see even more new highs this year, says Avalon Investment & Advisory's investment chief Bill Stone.",1,1,2,2
2019-11-08,19:22:00,"Everything Jim Cramer said on 'Mad Money,' including stocks for kids, Starbucks hiring veterans","CNBC's Jim Cramer says Disney and Nvidia are two stocks to put in your kid's portfolio. The ""Mad Money"" host also hears from Starbucks CEO Kevin Johnson on hiring veterans.",0,1,2,1
2019-11-08,18:53:00,Cramer's lightning round: Microsoft is on its way to $150,Jim Cramer takes stock questions from and gives his thoughts to military members at the U.S. Airforce Academy in Colorado in a special version of the lightning round.,0,0,1,1
2019-11-08,18:53:00,Two stocks Jim Cramer says you should add to your kid's portfolio,"The ""Mad Money"" host says to start your child's stock portfolio with shares of Disney and Nvidia.",0,1,2,1
2019-11-08,18:53:00,"Starbucks CEO: We plan to hire 5,000 veterans annually","""They make us a better company,"" Starbucks CEO Kevin Johnson tells Jim Cramer on ""Mad Money.""",0,1,2,2
2019-11-08,18:53:00,"TJX, Ross, Burlington are beneficiaries of 'roadkill losers in the mall,' Jim Cramer says","Shopping center landlords don't have to worry about off-price retailers going under the next time we have a recession, the ""Mad Money"" host says.",0,1,2,1
2019-11-08,16:22:00,"This trend 'can help take us to new highs' this year, says investor","The S&P 500 could see even more new highs this year, says Avalon Investment & Advisory Chief Investment Officer and Portfolio Manager Bill Stone.",1,2,2,2
2019-11-08,15:26:00,$9 billion money manager who called record run predicts more new highs for 2019,"The S&P 500 could see even more new highs this year, says Avalon Investment & Advisory Chief Investment Officer and Portfolio Manager Bill Stone.",2,1,2,1
2019-11-07,19:38:00,"Everything Jim Cramer said on 'Mad Money,' including trim holdings, 5G plays, trade developments","CNBC's Jim Cramer says now is the time to take some profits out of the market. The ""Mad Money"" host also explains why 5G is back in vogue.",0,1,1,1
2019-11-07,19:07:00,Brixmor Property Group CEO on leveraging online shopping to boost its open-air malls,"""We dedicate a few parking spaces, right out in front of the store,"" Brixmor Property Group's James Taylor says. ""The retailers who get it ... they're seeing growth in their sales through it.""",0,2,1,2
2019-11-07,18:50:00,Cramer's lightning round: Here's what to do with Virgin Galactic,"The ""Mad Money"" host takes calls from viewers and gives advice on the stocks of Home Depot, Virgin Galactic and Advanced Micro Devices.",0,1,1,1
2019-11-07,18:47:00,"Qorvo's strong quarter 'breathed new life' into chipmakers, 5G plays, Jim Cramer says","""After selling off over the summer, these 5G stocks they're back and they're better than ever,"" Jim Cramer said Thursday on ""Mad Money.""",2,2,2,2
2019-11-07,18:33:00,Jim Cramer: Time to do some strategic selling after a big run in the market,"The ""Mad Money"" host says the market rally creates an opportunity to make profits that can be deployed in a pullback later on.",0,0,1,2
2019-11-06,20:01:00,"Everything Jim Cramer said on 'Mad Money,' including HP and Xerox bid, CVS CEO, Uber versus Lyft","CNBC's Jim Cramer discusses why Xerox's bid for HP won't happen, plus why Lyft is a buy but Uber is not. CVS's CEO also sits down for a ""Mad Money"" interview.",0,1,1,1
2019-11-06,18:49:00,Cramer's lightning round: Do not buy Aurora Cannabis just yet,"The ""Mad Money"" host says to continue owning Microsoft, but back out of Kraft Heinz.",0,1,1,1
2019-11-06,18:36:00,"Jim Cramer issues buy call on Lyft, remains 'pessimistic' on Uber","Lyft ""management's promise to deliver positive EBITDA by the end of 2021 now sounds credible,"" the ""Mad Money"" host says.",0,0,2,2
2019-11-06,18:27:00,CVS CEO worries teen tobacco use is going the 'wrong way' with vaping crisis,"""We've got to get our arms around that issue and reverse that trend,"" CEO Larry Merlo tells Jim Cramer.",0,1,1,2
2019-11-06,19:50:00,"There is no way Xerox can pull off a deal to buy HP, Jim Cramer says","While the ""Mad Money"" host says he likes mergers and acquisitions, he warns viewers not to make stock decisions solely on possible deals.",0,1,2,1
2019-11-05,19:55:00,"Everything Jim Cramer said on 'Mad Money,' including growth and value stocks, Twilio CEO, AI trading","CNBC's Jim Cramer breaks down Wall Street's sentiment toward high-growth and value stocks, sits down with FireEye CEO Kevin Mandia, gets an explanation from Twilio CEO Jeff Lawson about a forecast error and berates the machine trading of stocks.",0,1,1,0
2019-11-05,19:22:00,Mea culpa — Twilio CEO assures Jim Cramer 'simple math error' will never happen again,"""We have instituted additional processes and controls to make sure such an error cannot happen again,"" Twilio CEO Jeff Lawson says in a ""Mad Money"" interview.",0,1,1,1
2019-11-05,19:19:00,Jim Cramer rails on machine trading — 'the whole darned thing is a travesty',"Automated trading ""destroys what makes the American market so great: deep liquidity that leads to real price discovery,"" ""Mad Money"" host Jim Cramer says.",2,1,2,2
2019-11-05,19:16:00,"Misinformation — not voting machine hacks — is biggest threat to 2020 election, FireEye CEO says",The cybersecurity executive says targeted campaigns to sway voters' opinions is what worries him ahead of the 2020 election.,0,1,1,0
2019-11-05,19:17:00,"Cramer's lightning round: Delta is good, but United Airlines is better","""Mad Money"" host Jim Cramer takes calls from viewers on their favorite stocks, such as Constellation Brands, and offers his advice.",2,2,2,2
2019-11-05,19:33:00,Jim Cramer: These are the 3 high-yield stocks that could drive the Dow higher,"The ""Mad Money"" host says Walgreens Boots Alliance, Dow Inc. and Verizon are worth keeping an eye on, based on Dan Fitzpatrick's technical analysis.",2,1,1,1
2019-11-05,19:06:00,"This market is showing 'no mercy' to high-growth stocks in lieu of value names, Jim Cramer says","""At this pace, value will soon be regarded as expensive, and the growth stocks"" that were shown no mercy will look cheap, ""Mad Money"" host Jim Cramer says.",0,2,2,2
2019-11-04,20:02:00,"Everything Jim Cramer said on 'Mad Money,' including record highs, trade talks, Wayfair's bad stock","CNBC's Jim Cramer breaks down how Wall Street rallied to new highs, says he's skeptical about China trade talks, steers investors clear of Wayfair's stock price and sits down with the CEO of OjO Electric.",0,1,2,0
2019-11-04,19:48:00,Cramer's lightning round: The market does not like Okta right now,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-11-04,18:58:00,How electric scooter company OjO plans to shake up the food delivery industry,OjO Electric is trying to differentiate itself from larger rivals such as Bird and Lime by offering rideshare scooters with seats.,0,1,1,2
2019-11-04,18:58:00,Jim Cramer: I'm 'suspicious' of the 'trade truce happy talk' with China,"""I think we'd better see some action soon, or we'll have to become more circumspect about the negotiations,"" CNBC's Jim Cramer says.",2,2,2,2
2019-11-04,18:36:00,"Stay away from Wayfair's 'toxic' stock, Jim Cramer says","The ""Mad Money"" host says Wall Street has lost its patience for Wayfair as the online furniture retailer continues to rack up losses.",0,1,1,0
2019-11-04,18:12:00,Jim Cramer: The same obstacles that scared investors drove the market to record highs,"""The panicked money managers ... represent the fuel that this market needs to go higher, and right now this rally [has] fuel in spades,"" CNBC's Jim Cramer says.",1,1,2,1
2019-11-01,20:43:00,"Everything Jim Cramer said on 'Mad Money,' including no recession signs, homebuilder stocks to buy","CNBC's Jim Cramer says October's jobs report helped close the lid on recession fears, gives a preview of the week ahead in earnings, breaks down the rally in the home construction sector and targets analysts he says misjudged GrubHub.",0,1,2,0
2019-11-01,19:17:00,Cramer's week ahead: Expect more record market highs on another week of earnings,"""Mad Money"" host Jim Cramer previews what's to come in another week of earnings as the market makes another attempt to break past its highs.",2,1,2,2
2019-11-01,19:07:00,Cramer's lighting round: Buy these stocks to play the 5G rollout,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,2,2,1
2019-11-01,18:36:00,"What Wall Street analysts got wrong about GrubHub, according to Jim Cramer","""The most common refrain here is that the industry's much more competitive than they'd been led to believe,"" Jim Cramer says.",1,0,1,2
2019-11-01,19:37:00,"Treat the pullback in homebuilder stocks as an opportunity to 'pounce,' Jim Cramer says","The homebuilders have pulled back from their highs, and ""I think you're getting a chance to pounce again,"" ""Mad Money"" host Jim Cramer says.",0,2,2,2
2019-11-01,13:12:00,Stocks surge on strong jobs report—here's what top economists are saying,"Stocks jumped on a stronger-than-expected jobs report, and experts are largely taking the upside surprise as a positive sign.",2,2,2,2
2019-11-01,14:07:00,"Everything Jim Cramer said on 'Mad Money,' including stock picks, Fed and China chatter, Smarties","CNBC's Jim Cramer reveals stocks worth buying after Thursday's market decline, breaks down emerging Fed and China trade worries, and sits down with top brass of Columbia Sportswear, Smarties and Eurazeo.",0,0,0,0
2019-10-31,19:12:00,Jim Cramer says investors should view Thursday's market pullback 'as a gift',"The market's throwing a sale that it doesn't need to throw,"" ""Mad Money"" host Jim Cramer says.",0,2,1,1
2019-10-31,19:12:00,Columbia Sportswear CEO: There are better 'sourcing countries' than China,"Columbia Sportswear CEO Tim Doyle talks shifting apparel factories away from China, telling CNBC ""there's been better opportunities in other sourcing countries.""",2,2,1,2
2019-10-31,18:47:00,Cramer's lightning round: The oil stocks are 'just a bummer',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-10-30,19:57:00,"Everything Jim Cramer said on 'Mad Money,' including Apple and Facebook earnings","CNBC's Jim Cramer reveals two things that worries him about affecting tech industry, checks in with Wingstop CEO after its latest quarterly earnings, says Spotify is a buy and makes predictions for Biogen.",1,1,1,0
2019-10-30,19:45:00,Jim Cramer: Investors must consider these two critical factors affecting Facebook and Apple,"""I'm sensing some skepticism ... creeping in about both of them and I suspect some of it has to do with twin constraints of time and government,"" CNBC's Jim Cramer says.",0,1,1,1
2019-10-30,19:36:00,Cramer: This biotech stock could be worth over $100 billion on an FDA approval,"Biogen, with a $54.1 billion market cap, ""could be worth twice that if all goes well"" with regulators, Jim Cramer says.",2,2,1,1
2019-10-30,19:16:00,Cramer's lightning round: Marvell Technology is the best play on 5G,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",2,2,2,1
2019-10-30,18:44:00,Jim Cramer: Spotify has 'no bear case' after 'game changer' quarter,"""When you drill down, it is clear that Spotify is firing on all cylinders. There is no bear case that I can find now,"" ""Mad Money"" host Jim Cramer says.",0,1,1,0
2019-10-30,19:08:00,"Wingstop CEO bets on advertising, digital and delivery in the wing chain's 'bright future'","Wingstop has a ""lot of runway for growth not only here in the U.S., but across the world,"" CEO Charlie Morrison tells ""Mad Money's"" Jim Cramer.",0,2,1,2
2019-10-29,19:42:00,"Everything Jim Cramer said on 'Mad Money,' including Uber lockup, 'junk' Chinese IPOs, buy Twitter","CNBC's Jim Cramer warns of a ""very rude awakening"" due to looming lockup expirations, urges Wall Street to stop allowing ""junk"" Chinese IPOs, calls Twitter's stock a buy and sits down with Zebra Technologies CEO Anders Gustafsson.",0,1,1,2
2019-10-29,18:55:00,Zebra Technologies CEO: We're moving more supply chains out of China as new tariffs loom,"""They're going into existing facilities, so we think the start-up issue should be minimal,"" CEO Anders Gustafsson says.",2,1,2,0
2019-10-29,18:47:00,Cramer's lightning round: Don't expect anything great from GE's quarter,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,2
2019-10-29,18:34:00,"Uber's lockup expiration could 'hobble the entire market' even more than Beyond Meat, Cramer warns","CNBC's Jim Cramer warns of a ""very rude awakening"" as a deluge of equity supply comes to market with little investor appetite.",0,1,1,1
2019-10-29,18:28:00,Jim Cramer says a company 'will try to acquire' Twitter if the stock keeps tumbling,"""The last time this stock had a major meltdown, it found a floor of support at $27 to $28, which is one more reason to start buying right here at $29 and change,"" CNBC's Jim Cramer says.",1,0,1,0
2019-10-29,11:06:00,"Everything Jim Cramer said on 'Mad Money,' including S&P 500 highs, Microsoft JEDI contract, consumer","CNBC's Jim Cramer breaks down what's driving the market toward all-time highs, explains what the $10 billion JEDI contract means for Microsoft's cloud services and lays out the signs of the strong consumer economy.",0,0,2,0
2019-10-28,20:16:00,Jim Cramer: 5 reasons why cyclical stocks are showing resilience and may go higher,"""Normally these stocks get hammered in the wake of a shortfall, yet this quarter they're more likely to rally,"" Jim Cramer says.",2,1,2,0
2019-10-28,19:13:00,"JEDI contract means a lot more for Microsoft than for Amazon, Jim Cramer says","""The Pentagon's basically saying that Microsoft's cloud platform is just as good as Amazon's, or at least close enough for government work,"" Jim Cramer says.",2,2,2,2
2019-10-28,18:50:00,"Cramer's lightning round: Wendy's is in 'good shape,' shares are oversold","Jim Cramer opines to the stocks of Albemarle, Iron Mountain, Realogy Holdings, Wendy's, CME Group, Annaly Capital and Hershey.",2,2,1,1
2019-10-28,18:42:00,Jim Cramer says performances of these luxury brand names show the 'consumer's in great shape',"Cramer looks at top names in the consumer discretionary sector, which includes nonessential goods and services such as motor homes and cruises.",2,2,2,1
2019-10-28,18:26:00,Jim Cramer breaks down what's driving the stock market's rally toward all-time highs,"""Without strong demand, the averages never would have made it this far,"" ""Mad Money"" host Jim Cramer says.",0,1,2,1
2019-10-25,19:33:00,"Cramer's week ahead: Alphabet, Beyond Meat, GM, Facebook and Apple earnings — plus the Fed","""After the genuinely better-than-expected numbers we saw this week, I'm confident about next week,"" CNBC's Jim Cramer says.",1,0,2,2
2019-10-25,19:33:00,"Everything Jim Cramer said 'Mad Money,' including next week's earnings, American Airlines CEO","CNBC's Jim Cramer prepares for the week ahead in earnings reports, sits down with American Airlines CEO Doug Parker to discuss 737 Max issues, and breaks down the results of Honeywell's 2018 spinoff.",0,1,2,1
2019-10-25,19:09:00,Cramer's lightning round: I don't want to be in Del Taco when McDonald's is down,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-10-25,18:57:00,Sallie Krawcheck: 'More money in the hands of women' is one of the best ways to improve the economy,"The world of financial services isn't as gender-inclusive as it should be, but Wall Street insider Sallie Krawcheck is trying to change that.",2,2,2,2
2019-10-25,19:10:00,"Assessing the Honeywell spinoff one year later — stocks to buy and not, according to Jim Cramer","""Honeywell's a very smart company,"" and if it ""didn't want exposure to autos and climate control here, then maybe you shouldn't want it either,"" CNBC's Jim Cramer says.",1,0,1,1
2019-10-25,18:33:00,"American Airlines CEO says 737 Max 'damages' should hit Boeing shareholders, not American's","""The reality is this: We've already borne all sorts of damages to our customers, to our team and to our shareholders,"" American Airlines CEO Doug Parker says.",0,1,1,2
2019-10-25,04:30:00,S&P returns could be 'quite low' for the next few years: Investor,"Chad Morganlander of Washington Crossing Advisors says he expects S&P 500 returns to be between 5% and 6% for the next five to seven years, and that's low from a historical perspective.",0,1,0,2
2019-10-25,12:14:00,"Everything Jim Cramer said on 'Mad Money,' including earnings, China winners, Centene CEO","CNBC's Jim Cramer helps investors understand what to add to their portfolios, explains what software stocks are safe to buy here and sits down with Centene CEO Michael Neidorff to talk health care, among other topics.",0,0,1,1
2019-10-25,10:17:00,"Some software stocks are worth buying on the pullback, according to Jim Cramer","""Today the cloud stocks proved they can bounce, and ... I think you can start gradually ... buying the highest quality names here,"" the ""Mad Money"" host says.",0,1,1,1
2019-10-24,19:33:00,Cramer's lightning: Aurora is just a speculative stock,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-10-24,18:43:00,"How to decipher stocks worth owning this earnings season, according to Jim Cramer","CNBC's Jim Cramer breaks down the ""buckets [investors] need to be sorting"" stocks into this earnings season as global growth slows.",2,2,0,1
2019-10-24,18:42:00,Centene CEO predicts the Supreme Court will uphold Obamacare 7-2 if it gets there,"""We're hoping that ... the appeals court, Fifth District, does reverse it,"" taking some uncertainty out of the health-care industry, Centene CEO Michael Neidorff tells Jim Cramer.",0,2,2,1
2019-10-23,20:50:00,"Everything Jim Cramer said on 'Mad Money,' including earnings, CSX and ServiceNow CEOs","Jim Cramer breaks down the week in earnings reports, gets an update on CSX's precision railroading strategy with CEO Jim Foote, gets a read on the digital transformation story with ServiceNow and makes recommendations in chipmakers and medtech.",0,1,2,0
2019-10-23,19:47:00,Cramer's lightning round: Exact Sciences is close to calling a bottom,Jim Cramer takes calls and delivers his thoughts on callers' favorite stock picks of the day in rapid speed.,1,0,2,1
2019-10-23,19:51:00,"ServiceNow CEO: Businesses still spending on digital despite Brexit, macro headwinds","""Cross-functional workflow is the wave of the future. That's what digitization enables,"" outgoing ServiceNow CEO John Donahoe tells CNBC's Jim Cramer.",0,0,2,1
2019-10-23,18:56:00,Companies founded only by women receive 3% of venture capital. This firm aims to change that,"""A founder who sees a huge market opportunity and she has a vision ... has a right to access that capital alongside anyone else,"" Victress Capital's Lori Cashman says.",1,0,1,2
2019-10-23,18:34:00,"Earnings season has reached 'maximum disorientation,' Jim Cramer says",Jim Cramer breaks down the counterintuitive trading in Chipotle and Caterpillar and instructs investors to buy the dip.,0,1,2,1
2019-10-23,18:25:00,CSX CEO explains how a new business model brought efficiency to the railroad company,"""We're able to move in any direction we need to in any given time much better,"" CSX CEO Jim Foote tells CNBC's Jim Cramer.",1,2,2,2
2019-10-23,15:06:00,"This investment 'could do a lot of damage to your portfolio,' $9 billion money manager warns","Long-term bonds are ""too dangerous"" at this point in the bull market's cycle, warns Todd Morgan, chairman and CEO of Bel Air Investment Advisors.",0,1,1,1
2019-10-22,21:07:00,"Everything Jim Cramer said on 'Mad Money,' including Biogen drug, Hasbro and Logitech, Beyond Meat",CNBC's Jim Cramer says Biogen is one example why investors should buy individual stocks. He chats with the CEOs of Hasbro and Logitech after their earnings reports and breaks down why more downside may be in store for Beyond Meat.,0,1,2,0
2019-10-22,18:53:00,"Hasbro in Q4 has 'come out of the gates' strongly, CEO Brian Goldner tells Jim Cramer","Hasbro ""can grow in the fourth quarter and, as we go forward, we will get through this issue related to the tariffs,"" CEO Brian Goldner says.",2,2,2,2
2019-10-22,18:51:00,Cramer's lightning round: Hold on to this 'never-talked-about company',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-10-22,19:20:00,"Lightning will never 'strike' an index fund like it did Biogen on Tuesday, Jim Cramer says","CNBC's Jim Cramer makes the case that investors should own individual stocks ""if you're willing to do the work"" and ""try to beat the averages.""",1,2,2,1
2019-10-22,15:29:00,"'Stay the course': Stocks can climb another 10% by end of 2020, says money manager","The bull market is still intact and could deliver another 10% of gains by the end of next year, says Todd Morgan, chairman and CEO of Bel Air Investment Advisors.",0,0,2,2
2019-10-21,20:03:00,"Everything Jim Cramer said on 'Mad Money,' including Apple's records, S&P 500 projections, StockX","CNBC's Jim Cramer breaks down how Apple and JPMorgan market action influence their respective sectors, forecasts what's ahead for the S&P 500 and sits down with new StockX CEO Scott Cutler.",0,0,1,0
2019-10-21,19:07:00,Cramer's lightning round: The secret to buying Merck around earnings,CNBC's Jim Cramer takes calls and delivers answers to viewer questions about their favorite stock picks of the day.,1,0,2,2
2019-10-21,19:07:00,"Apple is on fire and helping the chip stocks rally, Jim Cramer says","""We're getting some tremendous positive pin action here with some very important companies putting up excellent results and it's reverberating,"" ""Mad Money's"" Jim Cramer says.",1,0,2,2
2019-10-21,19:07:00,Jim Cramer warns that this bearish scenario in the S&P 500 is 'on the table',"One trusted chart analyst thinks the market is still rallying but warns investors that ""real trouble"" looms, Jim Cramer explains on ""Mad Money.""",0,1,0,0
2019-10-22,08:30:00,StockX's new CEO tells Jim Cramer going public is 'certainly our objective as a company',"""We're going after a global opportunity with consumers around the world and we're super excited about this innovation in commerce,"" CEO Scott Cutler tells CNBC's Jim Cramer.",1,2,2,2
2019-10-18,19:44:00,"Everything Jim Cramer said on 'Mad Money,' including playing earnings week, FAANG audit, bank stocks","Jim Cramer preps for a jam-packed week of earnings, saying it's time to replace Netflix with Microsoft in FAANG and suggests investing in financials.",0,1,1,2
2019-10-18,18:58:00,"Cramer's week ahead: McDonald's, Amazon, Chipotle, Caterpillar, Boeing and more earnings reports","""At this point in earnings season, you should simply try to stop, look and listen,"" CNBC's Jim Cramer says.",2,1,2,1
2019-10-18,18:49:00,Cramer's lightning round: Beyond Meat is still a sell,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-10-18,19:13:00,"Let's swap Netflix for Microsoft, Jim Cramer says in FAANG audit","CNBC's Jim Cramer says it's time to retire ""FAANG"" to make way for a new name that represents the five most valuable technology stocks on the S&P 500.",1,0,2,2
2019-10-18,12:56:00,Why Fundstrat's managing partner says 2019 is the best year in 20 years for markets,"Tom Lee, Fundstrat Global Advisors managing partner, joins 'Fast Money Halftime Report' to discuss why he thinks there is more more gains ahead of the stock market. Shannon Saccocia, Boston Private Wealth CIO, and Rob Sechan, UBS Private Wealth Management, also discuss.",2,2,2,2
2019-10-17,19:33:00,"Everything Jim Cramer said on 'Mad Money,' including earnings, trade, Netflix and Arrowhead CEO","CNBC's Jim Cramer explains why some stocks rallied on ""not-as-bad-as-feared"" quarterly reports, makes a case to speculate on positive trade deal news and says to ""ring the register"" on Netflix.",1,0,1,0
2019-10-17,19:09:00,Cramer's lightning round: The market determined SmileDirectClub is a sell,"Jim Cramer takes calls and delivers his thoughts on the stocks of SmileDirectClub, Zebra Technologies, Boston Beer and Cedar Fair.",1,2,2,1
2019-10-17,18:47:00,Jim Cramer says stock market will 'blast' past current levels if trade questions are resolved,"You need to factor in resolutions to the trade disputes ""before you start doing a lot of selling right into this market,"" Jim Cramer says.",1,1,1,1
2019-10-17,18:30:00,"Do not own or short Netflix here — 'ring the register,' Jim Cramer says","""You've got to understand what Netflix is up against because when you look at these [quarterly] numbers in context I think they're pretty discouraging,"" CNBC's Jim Cramer says.",1,1,1,2
2019-10-18,11:24:00,"'These not-as-bad-as-feared quarters are good news for shareholders,' Jim Cramer says","Jim Cramer breaks down why shares of Union Pacific, Honeywell and Johnson & Johnson managed to rally on mixed-earnings reports.",2,2,1,0
2019-10-16,20:04:00,"Everything Jim Cramer said on 'Mad Money,' including big bank earnings, Marc Benioff on capitalism","Jim Cramer talks earnings and stock rotations, sits down with Salesforce co-CEO Marc Benioff and corporate payments Wex CEO Melissa Smith, and explains why UnitedHealth shares jumped on a good quarterly report.",1,0,2,2
2019-10-16,19:57:00,Cramer's lightning round: Canopy needs a packaged goods CEO,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",0,1,2,1
2019-10-16,18:48:00,Salesforce's Marc Benioff on the future of Big Tech: 'Capitalism needs guardrails',"""Capitalism needs guardrails. ... That's a very important part of the future of technology as well,"" Salesforce co-CEO Marc Benioff tells CNBC's Jim Cramer.",1,0,1,1
2019-10-16,18:10:00,"The big banks have become the ideal stocks for this market, Jim Cramer says","Retail sales dropped in September for the first time since February, but Jim Cramer of ""Mad Money"" says, ""These banks tell a different story.""",2,2,1,0
2019-10-16,12:01:00,"Overcoming these three things could spark a year-end rally, Ned Davis Research says","The market is in a slump, but accomplishing three things could lead to a year-end rally, according to a report by Ned Davis Research.",0,2,1,2
2019-10-14,16:38:00,Experts are split on where the S&P 500 is headed next as earnings kick off,"Earnings season unofficially begins Tuesday, but market watchers aren't all in agreement over where this round of reporting will take stocks next.",0,1,1,2
2019-10-11,20:42:00,"Everything Jim Cramer said on 'Mad Money,' including China trade deal, Wendy's breakfast, earnings","Jim Cramer says Trump's trade strategy is working, but he's not yet sold on trade talks. The ""Mad Money"" host previews the week ahead on Wall Street, chats with Wendy's CEO and offers tips in golf stocks.",0,1,1,1
2019-10-11,18:52:00,Cramer's lightning round: MGM's gambling and sports plans are 'spectacular',Jim Cramer takes calls and opines on viewer stock picks of the day in rapid speed.,2,1,1,1
2019-10-11,18:34:00,Wendy's CEO to Jim Cramer: 'We have a menu that can compete' in breakfast,"""We have a menu that can compete, a low-investment and a high-return model for our franchise community,"" CEO Todd Penegor says of Wendy's breakfast strategy.",0,1,2,1
2019-10-11,18:41:00,Cramer's week ahead: It is shaping up to be a good week for earnings,"""I'm expecting many of these quarters could be better than expected,"" ""Mad Money's"" Jim Cramer says.",2,2,2,2
2019-10-11,18:35:00,Retail legend Mickey Drexler on how clothing companies can succeed in today's environment,"""You don't need huge assortments to shop anymore ... Focus on the best,"" former J. Crew CEO Mickey Drexler says.",1,2,1,1
2019-10-10,19:49:00,"Everything Jim Cramer said on 'Mad Money,' including volatile market, Hormel, buy Bed Bath & Beyond","Jim Cramer gives investors a cheat sheet for finding safe stocks in a volatile market, sits down with Hormel CEO Jim Snee for an interview, makes a case for buying Bed Bath & Beyond and urges that the market needs an interest rate cut.",0,0,2,0
2019-10-10,19:07:00,Cramer's lightning round: We are against private prison stocks,Jim Cramer takes calls and delivers answers to callers' questions about their favorite stock picks in rapid speed.,1,0,2,1
2019-10-10,18:44:00,Jim Cramer makes major shift: Buy a small portion in Bed Bath & Beyond,"""Bed Bath's been punished enough. Now that they've got a competent CEO, better than that, a great CEO coming in, I'm betting the stock could have a lot more upside,"" Jim Cramer says.",1,0,1,2
2019-10-10,18:30:00,CEO of Spam maker Hormel: Our 'food journey' is linked to improving our environmental impact,"The Hormel portfolio is focused on ""improving the lives of consumers"" and the three pillars of our food journey [is] ""where we're making a difference,"" Jim Snee says.",0,0,2,2
2019-10-10,18:16:00,Jim Cramer reveals a rubric for finding stocks in this 'treacherous market',"Jim Cramer of ""Mad Money"" walks investors through his rubric for ""what's worth buying in this treacherous moment.""",0,1,1,0
2019-10-09,09:29:00,"New highs are in store for the S&P 500 this year according to this chart, says top strategist","Stocks are sinking to start off October, but strategist Stephen Suttmeier says the charts are suggesting that the pain won't last.",2,1,1,1
2019-10-09,07:44:00,"Everything Jim Cramer said on 'Mad Money,' including China blacklist, Domino's earnings, S&P 500 run","In Tuesday's ""Mad Money"" episode, Jim Cramer derides the Trump administration's ban on Chinese companies, interviews Domino's CEO Ritch Allison after earnings and sees what's in store for the S&P 500.",0,1,0,1
2019-10-08,18:56:00,Cramer's lightning round: Roku should never have spiked so high,Jim Cramer takes calls from viewers and delivers his thoughts on their favorite stock picks of the day in rapid speed.,1,0,2,1
2019-10-08,18:34:00,Jim Cramer: Chart analyst warns the S&P 500 is 'cruising for a bruising',"Technical analysis Bob Moreno, who called the bottom in December, predicts the S&P 500 is on its way to plummet 10%, CNBC's Jim Cramer says.",0,1,0,1
2019-10-08,18:36:00,'Timing couldn't have been worse' for the Trump administration to issue bans on China: Jim Cramer,"""I think you need to be very careful as this market readjusts and re-calibrates its expectations,"" CNBC's Jim Cramer says.",0,2,0,1
2019-10-08,18:20:00,Domino's Pizza CEO says there is 'irrational pricing' in the rival third-party delivery marketplace,"""We don't know how long that'll last, but as we look out over the next two to three years ... we've got a terrific business model,"" Domino's CEO Ritch Allison says.",0,0,2,1
2019-10-08,15:36:00,"October's market 'trick' could turn into a 'treat' for investors by year-end, says strategist","Stocks are sinking to start off October, but strategist Stephen Suttmeier of Bank of America Merrill Lynch says the charts are suggesting that the pain won't last.",0,1,1,2
2019-10-08,08:45:00,"Everything Jim Cramer said on 'Mad Money,' including Fed influence, Costco's quarter, Cedar Fair bid","Jim Cramer gives a brief history of the stock market, talks Costco's quarter and Six Flags' rejected takeover bid for Cedar Fair, chats with RinggCentral CEO Vlad Shmunis and takes a look at what's at stake for trade talks later this week.",1,1,1,1
2019-10-07,18:54:00,Cramer's lightning round: Disney 'has a great long-term situation brewing',Jim Cramer takes calls and delivers answers to viewers' questions about their favorite stock picks in rapid speed.,1,2,2,2
2019-10-07,18:46:00,Jim Cramer doubles down on Cedar Fair after Six Flags bid rejected,"Investors should start a small position in amusement park operator Cedar Fair and buy more on a pullback, the ""Mad Money"" host says.",2,0,2,0
2019-10-07,18:30:00,"Tune out the bears — We can 'make it through a garden-variety slowdown,' Jim Cramer says","""I think if we made it through the Great Recession, we [are] going to make it through a garden-variety slowdown like we might be experiencing now,"" Jim Cramer says.",1,0,2,2
