Date,Headlines,tb_sentiment,vs_sentiment,ann_sentiment
2020-05-28,Pret a Manger to reopen 204 more UK stores,2,1,2
2020-05-28,EasyJet plans to cut up to 30% of staff as Covid-19 hits demand,1,0,0
2020-05-28,GSK to produce 1bn doses of coronavirus vaccine booster in 2021,1,1,2
2020-05-28,Daily Mail owner's print advertising revenues plunge by 70%,1,1,2
2020-05-28,"Pandemic damages life prospects of all young Britons, report says",1,1,1
2020-05-28,Protecting and creating jobs must be a priority in any coronavirus recovery,1,2,2
2020-05-28,"Your problems, with Anna Tims  Travel Trolley demanded a £75 admin fee for a refund",1,0,2
2020-05-28,"Project Syndicate economists  


  Lack of international cooperation will hinder economic recovery",1,0,1
2020-05-28,Ignore the business elite's tall tales – class actions give all Australians access to justice,1,1,2
2020-05-28,"Ryanair worst airline for flight cancellation refunds, finds Which?",0,0,0
2020-05-28,The Guardian view on post-lockdown retail: low spirits on the high street,1,0,2
2020-05-28,Covid crisis watch  How the coronavirus crisis has hit the UK's economic outlook,1,0,2
2020-05-28,"Nils Pratley on finance  


  Hammerson allows chief a long goodbye despite big wrong calls",1,2,1
2020-05-28,Covid crisis watch  UK economy faces longer and slower recovery from Covid,1,0,2
2020-05-28,"Boeing to slash more than 12,000 jobs – with further cuts to come",2,0,0
2020-05-28,"Covid crisis watch  


  Speedy action by the Bank of England during Covid-19 is working",1,0,2
2020-05-28,"Covid-19 recovery will be tough, warns Bank of England governor",0,0,0
2020-05-28,"Effective test, track and tracing 'can reduce lost working hours by 50%'",2,1,0
2020-05-28,Government accused of cronyism after ex-Tory MPs given tourism roles,1,0,2
2020-05-27,McDonald's to reopen all UK and Ireland stores in June,1,1,2
2020-05-27,Dozens of local radio stations to vanish across England,1,1,2
2020-05-27,Property developer wants office staff to return despite government guidance,1,1,2
2020-05-27,‘Defining moment’ as EU executive pushes for €500bn in grants,1,1,1
2020-05-27,Business live  More than 10m workers paid £21.8bn in UK government coronavirus support – as it happened,2,2,2
2020-05-27,Boohoo forced to defend itself from activist shareholder,0,0,2
2020-05-27,BlackRock to flag climate concerns at ExxonMobil AGM,1,1,2
2020-05-27,Coronavirus wage subsidies costing UK Treasury £22bn,1,1,1
2020-05-27,Working mothers interrupted more often than fathers in lockdown - study,2,0,2
2020-05-27,John Lewis announces first wave of store reopenings,2,1,2
2020-05-27,Tom Cruise space-set film moves closer to reality after adding director,1,1,2
2020-05-27,UK MPs call for extra £30bn to aid green recovery from Covid-19,1,1,2
2020-05-27,Japan to subsidise holidays in effort to revive tourism,1,2,2
2020-05-27,UK corner shops and independent grocers ring up 63% rise in sales,1,1,1
2020-05-27,Shopping centre owner British Land slashes value of retail portfolio,1,1,2
2020-05-27,Halfords to reopen 53 stores after physical-distancing trial,1,1,2
2020-05-27,"Your problems, with Anna Tims  Pandemic cover is life or death for our hotel but our insurance won’t pay",1,0,2
2020-05-27,Of course billionaires like Elon Musk love outer space. The Earth is too small for their egos,1,2,2
2020-05-27,Tory privatisation is at the heart of the UK's disastrous coronavirus response,0,1,2
2020-05-27,Investment in global energy to drop by $400bn,1,1,0
2020-05-26,"Reopened retailers will face fight for survival, executive warns",1,0,2
2020-05-26,No changing rooms: what to expect when non-essential shops reopen,1,0,2
2020-05-26,"Nils Pratley on finance  


  Aston Martin underlines the tricky part of the Treasury’s rescue effort",1,2,2
2020-05-26,Travel shares soar on FTSE 100 amid hopes holiday curbs will ease,1,2,2
2020-05-26,Reopening the UK high street will not guarantee a rebound,1,1,2
2020-05-26,Greggs to reopen 800 stores from mid-June,1,1,2
2020-05-26,New York Stock Exchange reopens two months after closing due to Covid-19,1,1,2
2020-05-26,"UK recession may not be as bad as feared, says Bank of England economist",0,0,2
2020-05-26,Lufthansa agrees €9bn bailout with German government,1,1,2
2020-05-26,Aston Martin confirms sacking of chief after share collapse,1,0,2
2020-05-26,Business live  NYSE re-opens trading floor for first time since pandemic closure - as it happened,1,1,2
2020-05-26,Food-waste firm bags Oprah Winfrey and Katy Perry as investors,1,1,2
2020-05-26,"Stanley Ho, flamboyant ‘godfather’ of Macau casinos, dies aged 98",1,1,2
2020-05-26,"Formula One carmaker McLaren cuts 1,200 jobs amid Covid-19 crisis",1,0,0
2020-05-26,Women in technology  Tackling the dark side of the movie business: the blockchain startup ensuring film workers get paid,1,2,1
2020-05-26,Central banks must change course if they are to lead us out of the coronavirus crisis,1,0,1
2020-05-26,Fortescue Metals drops legal action against financial data companies,1,1,0
2020-05-26,Richard Branson’s Virgin Orbit rocket test launch fails,0,0,1
2020-05-26,UK volunteering soars during coronavirus crisis,1,0,1
2020-05-26,Outdoor markets and car showrooms can open next week in England,1,1,2
2020-05-25,"BA planning to rehire sacked staff on worse terms, union says",0,0,0
2020-05-25,"Dawn of Asian century puts pressure on EU to choose sides, says top diplomat",2,1,2
2020-05-25,German court rules against Volkswagen in 'dieselgate' scandal,1,0,2
2020-05-25,Unions and business support Sunak's 'last resort' bail out plans,1,2,1
2020-05-25,Companies in new investment fund must be 'made in Yorkshire',1,1,2
2020-05-25,Pizzas in the post: Shopify challenges Amazon for slice of lockdown trade,1,1,2
2020-05-25,Bangladesh clothing makers say Philip Day owes them £27m,1,1,1
2020-05-25,Consumer champions  Broadband services cut off despite the lockdown,1,2,1
2020-05-25,Auto Windscreens owner imposes pay cut on staff unilaterally,0,0,2
2020-05-25,Southbank Centre warns it may have to stay closed until spring 2021,1,1,0
2020-05-25,Exclusive: big pharma rejected EU plan to fast-track vaccines in 2017,1,0,1
2020-05-25,"29,000 claims a year despite 50 years since Equal Pay Act",1,1,2
2020-05-25,White shelled eggs are selling in Tesco for the first time in 40 years,1,1,2
2020-05-25,Extra UK bank holiday in October 'could boost economy by £500m',1,2,2
2020-05-25,Cyber security review may spell end for Huawei 5G deal,1,2,2
2020-05-25,Aston Martin sacks chief Andy Palmer after shares plunge,1,2,2
2020-05-25,Luton council draws up emergency cuts to avoid bankruptcy,1,0,1
2020-05-25,Elon Musk’s SpaceX to launch first astronauts from US soil since 2011,2,1,1
2020-05-25,Richard Branson’s Virgin Orbit postpones first space launch,2,0,1
2020-05-25,The upside  Eureka moment? Law firms report rush to patent ideas amid UK lockdown,1,1,2
2020-05-24,"Without help 40,000 jobs could go, warn UK coach tour operators",1,0,2
2020-05-24,Unite calls for renewed HSE spot checks to reduce Covid-19 risk,1,0,2
2020-05-24,Huge rise in hacking attacks on home workers during lockdown,2,1,1
2020-05-24,It's tough out there. But some small businesses have prospered,0,1,2
2020-05-24,"Viewpoint column  


  Most ingredients are in place for a property crash later this year",2,0,2
2020-05-24,Britain's largest solar farm poised to begin development in Kent,1,1,2
2020-05-24,"Business leader  


  The Bank of England needs to think the unthinkable to rescue the economy",1,2,2
2020-05-24,Observer business agenda  New York Stock Exchange traders hope to prove they are still a big noise,1,2,2
2020-05-24,'Pink-collar recession': how the Covid-19 crisis could set back a generation of women,1,0,2
2020-05-24,"Grogonomics graph of the week  


  The climate crisis looms as the Coalition fiddles with fossil fuels",1,0,2
2020-05-24,Jaguar Land Rover in talks over '£1bn-plus' state loan,1,1,2
2020-05-24,"Why the Treasury’s panic over debt, when borrowing costs next to nothing?",1,0,2
2020-05-24,"Derby was once ahead of its time, but reliance on making leaves it exposed",1,1,2
2020-05-24,UK firms to be asked to pay part of furloughed staff's wages from August,1,1,2
2020-05-24,Top chefs turn their hand to takeaways during pandemic,2,2,2
2020-05-24,America begins to unlock for summer – but is it inviting a disastrous second wave?,0,0,2
2020-05-24,Car rental firm Hertz files for bankruptcy protection in US,1,1,2
2020-05-24,Two wheels good … Bike sales soar as UK takes to cycling,2,2,2
2020-05-24,McLaren pledges luxury cars as collateral in bid to secure £250m,2,2,2
2020-05-24,"Shearings coach travel owner SLG collapses with 2,500 job losses",1,0,2
2020-05-22,Argentina set for default as bondholders reject new terms,1,0,2
2020-05-22,Brewers Carlsberg UK and Marston's announce merger,1,1,2
2020-05-22,Hollywood studio behind 12 Years a Slave wins rights for 'real life Lord of the Flies',1,2,2
2020-05-22,Global markets fall as China moves to tighten control over Hong Kong,1,1,2
2020-05-22,Donations to be quarantined as UK charity shops plan to reopen,1,2,2
2020-05-22,Business live  UK government borrowing hits record high in April and retail sales slump - as it happened,1,1,2
2020-05-22,We must act now to shield young people from the economic scarring of Covid-19,1,1,2
2020-05-22,Ikea to reopen 19 stores during UK lockdown,1,1,2
2020-05-22,UK approval for biggest gas power station in Europe ruled legal,1,2,2
2020-05-22,Burberry cancels dividend after sales plunge 27%,1,0,2
2020-05-22,The Covid-19 bill means the Treasury must live with high borrowing,1,1,2
2020-05-22,JD Wetherspoon pubs to reopen with staff in goggles post-lockdown,1,1,2
2020-05-22,EasyJet founder Stelios fails in attempt to oust chairman and CEO,0,0,2
2020-05-22,Frustrated contracts: the law is on your side over holiday refunds,0,1,2
2020-05-22,‘I can’t get any help’: Disney World staff go weeks without unemployment benefits,1,1,1
2020-05-22,"More than 1,000 Carluccio jobs lost as 'chicken king' tycoon buys chain",1,0,1
2020-05-22,Priti Patel to outline coronavirus quarantine plan for travellers to UK,1,1,2
2020-05-22,UK government borrows record £62bn as high street feels strain of crisis,1,0,1
2020-05-22,UK mortgage payment holiday extended by three months,1,2,2
2020-05-22,"The green recovery  


  We now have the proof: greening the economy doesn't come at the price of prosperity",1,1,2
2020-05-22,Renewable energy may be switched off as demand plummets,1,1,1
2020-05-22,‘Spotify's tip jar is offensive to artists and consumers’: stars on pop’s future after coronavirus,1,0,2
2020-05-22,China abandons GDP target for first time in decades amid 'great uncertainty' of virus,2,1,1
2020-05-22,"Target to close up to 75 stores across Australia, costing more than one thousand jobs",2,1,2
2020-05-22,"More than 30,000 pubs and restaurants 'may not reopen after lockdown'",2,1,2
2020-05-22,European wholesale gas prices fall to fresh record lows,1,1,0
2020-05-22,UK competition watchdog investigates holiday firms over refunds,1,2,2
2020-05-22,Bank investors rebel over Lloyds' proposal for executive pay,1,0,2
2020-05-22,Business live  UK economy in 'unprecedented downturn' as activity keeps falling - as it happened,2,1,2
2020-05-22,EasyJet founder seeks to oust directors over strategy row,1,1,2
2020-05-22,"UK's pub gardens could host distanced drinking from 4 July, says trade body",1,1,2
2020-05-22,Star Wars' 'pink shorts boom guy' Ken Nightingall dies aged 92,1,0,1
2020-05-22,Whitbread raising £1bn from shareholders to bolster finances,1,1,1
2020-05-22,What would negative interest rates mean for mortgages and savings?,0,1,1
2020-05-22,Face masks and no duty free: EU issues coronavirus air safety guidelines,2,0,2
2020-05-22,"Under cover of capital gains, the hyper-rich have been getting richer than we thought",1,2,2
2020-05-22,"More than 50,000 RBS staff to work from home until at least September",1,1,2
2020-05-22,"Clarks to cut nearly 1,000 head office jobs",1,0,0
2020-05-22,US unemployment rises by 2.4m despite easing of coronavirus lockdowns,1,0,1
2020-05-22,AstraZeneca could supply potential coronavirus vaccine from September,1,1,2
2020-05-21,"The worst is over, but recovery for the UK economy will take years",0,0,1
2020-05-21,"Coronavirus is forcing 100,000 small firms out of business? That needs a closer look",0,1,2
2020-05-21,UK economy set for slow rebound from 'unprecedented slump',1,1,0
2020-05-21,"EasyJet to resume flights in UK, France and four other European airports",1,1,2
2020-05-21,Dyson's UK staff revolt against order to return to work,1,1,1
2020-05-21,Scotland bans Covid-19 support to firms based in tax havens,1,2,2
2020-05-21,Boohoo founder teams up with biotech firm for Covid-19 home test kit,1,1,2
2020-05-21,Top 1% of British earners get 17% of nation's income,2,1,2
2020-05-21,Volkswagen withdraws Golf car ad that sparked racism row,1,0,2
2020-05-21,UK furniture stores to reopen in time for bank holiday weekend,1,2,2
2020-05-21,"Farms still need up to 40,000 UK workers to harvest fruit and veg",1,1,2
2020-05-21,"Nils Pratley on finance  


  Investors are actually paying for the privilege of owning UK's IOUs",1,2,1
2020-05-21,Bank of England paves way for negative interest rates,0,1,1
2020-05-21,"Coronavirus changing shopping habits 'for ever', says M&S chief",1,1,2
2020-05-21,Changing the way food is grown and paid for,1,1,1
2020-05-21,Business live  Bank of England not ruling out negative interest rates as inflation drops to 0.8% - as it happened,1,2,2
2020-05-21,Matalan founder suing PwC for 'ineffective tax avoidance advice',1,0,2
2020-05-21,Brexit: Gove confirms plans for checks on goods crossing Irish Sea,1,1,2
2020-05-21,Carlos Ghosn: two men accused of helping ex-Nissan boss flee Japan arrested in US,1,0,1
2020-05-21,'We missed the sweet and sour sauce': joy as McDonald's drive-throughs reopen,2,2,2
2020-05-20,UK’s first car battery ‘gigafactory’ to be built by two startups,2,1,2
2020-05-20,William Hill and GVC expected to claim back £350m in FOBT tax,1,1,2
2020-05-20,'Wrong signal': Norfolk coast windfarm planning delayed by up to five months,0,0,2
2020-05-20,WTO reports big slump in global trade as coronavirus takes toll,1,1,2
2020-05-20,McDonald's reopens 33 drive-throughs: full list of UK restaurants,2,1,2
2020-05-20,Ice-cream vans return to England's streets as coronavirus lockdown eases,1,2,2
2020-05-20,What will Bank governor say to chancellor about inflation drop?,1,0,1
2020-05-20,The furlough scheme must be reformed to avoid mass unemployment,1,0,2
2020-05-20,"Rolls-Royce to cut 9,000 jobs as Covid-19 takes toll on airlines",1,0,0
2020-05-20,Oscars 2021 likely to be postponed – report,1,1,2
2020-05-20,M&S takes £145m hit on unsold stock as clothing sales fall 75%,1,1,0
2020-05-20,Serco accidentally shares contact tracers' email addresses,1,1,2
2020-05-20,"UK inflation tumbled to lowest level in four years in April, says ONS",1,0,2
2020-05-20,"The green recovery  Heed lessons of 2008 crisis, experts warn global leaders",1,0,2
2020-05-20,"Trust in airlines and holiday firms plummets, says Which?",1,2,1
2020-05-20,Coronavirus fallout to slow global growth in renewable energy,1,2,1
2020-05-20,Johnson & Johnson to stop selling baby powder in US and Canada,1,0,2
2020-05-20,Frances O’Grady: 'this crisis has made us question everything',1,0,2
2020-05-20,"US economy risks 'permanent damage' from long lockdowns, Mnuchin warns",1,0,0
2020-05-20,"Nils Pratley on finance  


  Treasury finally closes bonus loophole to firms receiving Covid-19 loans",1,2,2
2020-05-19,Quarantine measures may lead to shortage of fruit pickers in Britain,1,0,1
2020-05-19,Politics live with Andrew Sparrow  UK coronavirus: George Eustice urges furloughed workers to pick fruit; death toll rises by 545 – as it happened,1,0,1
2020-05-19,Chancellor plays down hopes of quick economic recovery,1,2,2
2020-05-19,Compass raises £2bn in biggest UK fundraising of Covid-19 crisis,1,0,1
2020-05-19,Maximum coronavirus loans for large firms increased to £200m,2,2,2
2020-05-19,UK businesses urge PM to seal post-Brexit EU free trade deal,2,2,2
2020-05-19,UK dividend cuts and deferrals top £30bn since Covid-19 crisis,2,0,1
2020-05-19,Business live  UK vacancies halve and pay falls as Covid-19 lockdown hits economy - business live,1,1,2
2020-05-19,"Extra UK bank holiday could help cut £37bn tourism loss, MPs told",1,1,1
2020-05-19,'Every £1 spent is a vote for how we want to live': Mary Portas on the high-street shops that will thrive after lockdown,1,1,2
2020-05-19,"Covid-19 a 'wake-up call' to build fairer society, says billionaire JP Morgan boss",1,2,1
2020-05-19,EasyJet hacking attack: are you affected and what should you do?,1,0,2
2020-05-19,Pizza Express to reopen 13 London restaurants for delivery,1,1,2
2020-05-19,French Connection warns it is running out of cash,1,1,0
2020-05-19,"Ovo Energy to cut 2,600 jobs after SSE merger",1,1,2
2020-05-19,EasyJet reveals cyber-attack exposed 9m customers' details,1,1,2
2020-05-19,Strikes erupt as US essential workers demand protection amid pandemic,1,0,0
2020-05-19,"UK unemployment rate is set to rocket, even with the furlough scheme",1,0,2
2020-05-19,German company allegedly cons Warren Buffett out of €643m,1,1,2
2020-05-19,Coronavirus Australia latest: at a glance  Coronavirus Australia latest: 19 May at a glance,2,1,2
2020-05-19,UK jobless claims soar by nearly 70% in April,1,1,2
2020-05-19,Consumer champions  It's no bed of roses trying to get updates from Ticketmaster,1,2,1
2020-05-19,How coronavirus has animated one section of the film industry,1,1,2
2020-05-19,"Vulnerable not exempt from furlough winding down, employers told",0,0,2
2020-05-19,Silly Billy: what the Ikea bookcase tells us about the true cost of fast furniture,1,2,1
2020-05-19,"Renewable energy investors increasingly look to UK, says report",1,2,1
2020-05-19,Young workers most likely to have lost jobs during Covid-19 crisis,1,0,0
2020-05-19,Waterstones plans to put its books under a 72-hour quarantine,1,1,2
2020-05-19,"Nils Pratley on finance  


  Refunds rather than insults would serve Ryanair boss well",1,1,1
2020-05-19,"Bella Italia owner set to bring in administrators, 6,000 jobs at risk",1,0,1
2020-05-19,Share prices buoyed by lockdown easing and hopes of Covid vaccine,1,2,2
2020-05-19,Legal case launched over UK's 'outdated' energy policies,1,2,2
2020-05-19,Business live  Markets surge amid Covid-19 vaccine hopes and Fed's stimulus pledge - as it happened,1,2,2
2020-05-19,Marks & Spencer in row over £11.50-a-bottle hand sanitiser,1,2,1
2020-05-19,Real-life Lord of the Flies story sparks film rights scramble,1,1,2
2020-05-19,Aldi partners Deliveroo for 30-minute grocery delivery service,1,1,2
2020-05-19,Guidelines agreed to get UK television cameras rolling again,1,2,2
2020-05-19,UK shopping centre firm Intu seeks debt standstill as lockdown takes toll,1,0,2
2020-05-19,Ryanair chief accuses UK of mismanaging coronavirus crisis,1,0,1
2020-05-19,Anti-Adani coalmine activists target insurance broker with virtual protest,1,0,2
2020-05-18,Why the UK fell behind European peers on emergency funding,1,0,2
2020-05-18,'The end of an era': oil price collapse may force Saudis to rein in arms spending,1,0,2
2020-05-18,Despite UK furlough scheme 6 million fear losing their job – study,1,0,2
2020-05-18,Firms slash entry-level jobs by almost quarter owing to coronavirus,1,0,2
2020-05-18,"Investing in firms with better record on social issues pays, study finds",2,2,2
2020-05-18,UK to publish draft treaty in effort to reboot Brexit process,1,1,2
2020-05-18,"Britons back at work could be using unsafe PPE, experts warn",1,1,2
2020-05-18,UK plans £38m centre to start production of coronavirus vaccine,1,1,2
2020-05-18,Self-employed Australians fear business collapse after coronavirus destroys income,1,0,2
2020-05-18,Britain is at risk of 'returning to 80s levels of unemployment',1,0,1
2020-05-18,Heathrow boss urges plan to restart flights between low-risk countries,1,1,0
2020-05-18,Sir James Dyson named UK's richest person for first time,2,2,2
2020-05-18,The green recovery  Is the Covid-19 crisis the catalyst for greening the world's airlines?,1,0,2
2020-05-18,Cafes in England could soon sell food and drink from street stalls,1,1,2
2020-05-18,Restaurant-grade gourmet potatoes go on sale in Tesco to ease glut,1,2,2
2020-05-18,UK's old university towns hit by Covid-19 'double whammy',1,1,2
2020-05-18,Carmakers press for EU and UK subsidies after slump in demand,1,1,1
2020-05-18,I have a new problem: I can’t stop shopping online,1,0,2
2020-05-18,BP chief says Covid has deepened commitment to net-zero emissions,1,2,2
2020-05-18,US and UK 'lead push against global patent pool for Covid-19 drugs',1,1,1
2020-05-17,Serving the people: how the UK food industry has responded to the coronavirus crisis,1,0,1
2020-05-17,"Viewpoint column  


  How England found itself at the wrong end of the Covid-19 league table",0,0,2
2020-05-17,"Coal industry will never recover after coronavirus pandemic, say experts",1,1,2
2020-05-17,Revolt over easing of coronavirus lockdown spreads as poll slump hits Boris Johnson,1,1,2
2020-05-17,Service falls victim to Covid as retailers keep customers hanging on,1,0,2
2020-05-17,The looming economic disaster will only get worse if those leading us stick to dogma,1,0,1
2020-05-17,America’s corporate elite must place the health of their workers before profit,1,2,2
2020-05-17,"Business leader  


  Debt will soar: the government must just stay cool and focus on growth",2,2,2
2020-05-17,"William Keegan's in my view  


  Brexit: a strange idea derailed by these strange times",1,0,2
2020-05-17,Observer business agenda  Stelios creates an atmosphere over easyJet’s new planes,1,2,2
2020-05-17,Rightwing thinktanks call time on age of austerity,1,1,2
2020-05-17,The new queen bee: Rihanna is crowned Britain's wealthiest female musician,1,2,2
2020-05-17,Housebuying is back: but the market’s mood is in need of refurbishment,1,1,2
2020-05-17,Women of means: UK now home to 25 female billionaires,1,1,2
2020-05-17,"UK's 7,000 gyms prepare for post-lockdown health warning",1,0,2
2020-05-17,'Rainbow sale': high street gears up for massive post-lockdown discounts,1,1,2
2020-05-17,"Money talks  


  Cash could be the latest victim of coronavirus – and may never recover",2,0,2
2020-05-17,"JC Penney, century-old mainstay of US malls, declares bankruptcy amid pandemic",1,1,2
2020-05-17,"Low-paid workers bear brunt of coronavirus recession, study shows",1,0,2
2020-05-17,Fund manager Mark Barnett leaves Invesco after investor concern,1,1,2
2020-05-15,"Nearly 1,500 JCB jobs at risk as demand for machines halves",1,0,0
2020-05-15,UK cannabis firm bought by US-based fund in multimillion pound deal,1,1,2
2020-05-15,Marks & Spencer joins growing list of UK firms deemed 'junk' investments,1,1,2
2020-05-15,Business live  German economy in recession as coronavirus hits – as it happened,1,0,2
2020-05-15,Royal Mail chief quits with immediate effect,1,1,1
2020-05-15,Germany in recession as coronavirus blights eurozone economies,1,0,2
2020-05-15,Streaming services add 4.6m new subscribers during UK lockdown,1,1,2
2020-05-15,William Hill revenues plummet during coronavirus lockdown,1,1,2
2020-05-15,Reopening businesses face a legal minefield of coronavirus claims,1,1,2
2020-05-15,Luca Guadagnino to remake Scarface with Coen brothers script,1,1,2
2020-05-15,Government's grip of Covid-19 recovery will throttle villages and city centres alike,1,1,2
2020-05-15,"Air passenger quarantine plan makes no sense, UK adviser says",1,0,1
2020-05-15,BT reportedly starts talks to sell stake in Openreach,1,1,2
2020-05-15,Lights stay on despite cyber-attack on UK's electricity system,1,1,2
2020-05-15,"UK scheme signs up 440,000 self-employed workers on first day",2,1,1
2020-05-15,"Nils Pratley on finance  


  Investors can return to obsessing over relations between US and China",1,0,1
2020-05-15,UK's largest pubs group agrees lockdown 'rent credit' for tenants,1,2,2
2020-05-15,"The Guardian view on government debt: sensible, not spendthrift",1,0,2
2020-05-15,Global report: leaders urge free vaccines as France allows staycations,1,2,2
2020-05-15,Stock markets slump as hopes fade for swift economic recovery,1,2,2
2020-05-14,Model companions: restaurant solves social distancing dilemma with mannequins,1,1,2
2020-05-14,Business live  Markets slide amid Covid-19 recession and trade war fears - as it happened,1,0,2
2020-05-14,"Test failures and lack of openness result from pro-private, anti-public ideology",1,0,2
2020-05-14,How will Britain dig itself out of a £300bn coronavirus hole?,1,1,2
2020-05-14,"UK budget deficit to rise to £300bn this year, OBR says",1,0,1
2020-05-14,UK told to pay EU's costs after being sued over City tax breaks,1,1,1
2020-05-14,Roberto Azevêdo quits as WTO chief a year early,1,1,1
2020-05-14,Cruise firm Carnival slashes jobs and pay in face of Covid-19 crisis,1,0,2
2020-05-14,BA to press ahead with job cuts plans despite furlough extension,1,0,1
2020-05-14,Almost half of UK firms could run out of money within six months,1,1,2
2020-05-14,Ikea France to face trial over claims it spied on staff and customers,1,1,2
2020-05-14,Sainsbury's expands Chop Chop delivery service to 20 UK cities,1,1,1
2020-05-14,Chinese threat prompts calls for UK to toughen company takeover laws,1,0,2
2020-05-14,Marks & Spencer holds huge sale after clothing piles up amid lockdown,2,2,1
2020-05-14,Cuomo is letting billionaires plan New York's future. It doesn't have to be this way,1,1,2
2020-05-14,36m Americans now unemployed as another 3m file for benefits,1,2,1
2020-05-14,"Ryanair boss's July flight pledge is typical bluster, but the industry must be in the air to survive",1,1,2
2020-05-14,WH Smith pins hopes on autumn rebound after 85% fall in sales,1,2,0
2020-05-14,Struggling oil companies are taking advantage of US coronavirus aid,1,1,2
2020-05-14,Lloyd's of London expects up to £3.5bn in coronavirus payouts,1,1,1
2020-05-14,UK minister hails 'game-changing' coronavirus immunity test,1,1,2
2020-05-14,UK Government unveils taskforces for reopening five economic sectors,1,1,2
2020-05-14,"Nils Pratley on finance  


  Moving pay goalposts for Tesco's Dave Lewis is grubby behaviour",1,1,2
2020-05-14,The UK's biggest quarterly economic declines,1,1,2
2020-05-14,Von der Leyen warns state aid 'unlevelling the playing field' in Europe,1,1,2
2020-05-14,Politics live with Andrew Sparrow  UK coronavirus live: No 10 uses wrong quote to reject Starmer's claim PM misled MPs about care home advice – as it happened,1,0,2
2020-05-14,"Beneath the mixed messages, the Tories are putting wealth ahead of wellbeing",1,2,2
2020-05-14,"UK self-employed grant scheme attracts 110,000 claims in first hours",2,2,1
2020-05-14,The Guardian view on the UK economy: deep depression and a huge bill ahead,1,0,2
2020-05-14,'Gardening helps me deal with things': England's garden centres reopen,1,2,2
2020-05-14,Woody Allen's A Rainy Day in New York tops global box office,1,2,2
2020-05-14,"Global trade to fall by record 27% due to Covid-19, says UN",1,1,0
2020-05-14,"UK property market could fall 13%, housing experts predict",1,1,2
2020-05-14,Inaction! Film companies await clear guidance before rolling cameras,1,2,2
2020-05-14,Business live  UK economy shrinks by 2%; Fed chair warns of 'prolonged' US recession - business live,1,0,2
2020-05-14,Fed warns more cash is needed as US figures reveal widening inequality,2,1,0
2020-05-14,"Right now, the only thing staving off a collapse in the social order is the state",1,0,2
2020-05-14,Nearly 800 reports of people defrauding UK furlough scheme,1,1,2
2020-05-14,Opening of English housing market catches estate agents on the hop,1,1,2
2020-05-14,Treasury considers tax hikes and pay freezes to cover Covid-19 costs,1,1,2
2020-05-13,How are Britons faring since coronavirus hit the economy?,1,1,0
2020-05-13,Tesco chief executive handed £6.42m pay package,1,1,2
2020-05-13,First-quarter slump just a foretaste of worse to come for UK economy,0,0,0
2020-05-13,Alstom embroiled in £2m corruption row with Hong Kong firm,1,1,2
2020-05-13,"As in 2008, this crisis will bring winners and losers. This time, let's get it right",1,0,1
2020-05-13,UK fashion industry pleads for more aid to survive Covid-19 crisis,2,0,2
2020-05-13,Coastal towns tell visitors to stay away as lockdown eases in England,1,2,2
2020-05-13,Aston Martin makes £119m loss in first quarter of 2020,2,0,2
2020-05-13,"Tui warns of 8,000 job losses as travel firm faces 'greatest crisis'",2,0,0
2020-05-13,"Britain is facing 'significant recession', says Rishi Sunak",2,0,2
2020-05-13,UK furlough Q&A: All you need to know about the coronavirus job retention scheme,1,1,2
2020-05-13,Numeracy skills are vital as we emerge from the coronavirus crisis,1,0,2
2020-05-13,UK live music and festival sector at risk of collapse due to coronavirus,1,0,2
2020-05-13,EU faces ‘existential threat’ if coronavirus recovery is uneven,1,1,2
2020-05-13,Today in Focus  What does the biggest economic slump in 300 years mean for Britain?,1,1,2
2020-05-13,UK retailers warn of shop closures and job losses amid lockdown,1,0,0
2020-05-13,EU could reopen borders to tourists in Covid-19 recovery plan,1,1,2
2020-05-13,Housing market in England to reopen for 'socially distanced' property viewings,1,1,2
2020-05-13,"Bank of England could increase economic stimulus, says senior official",1,2,2
2020-05-13,Chancellor extends UK furlough scheme until end of October,1,1,2
2020-05-12,EasyJet founder offers £5m reward as he seeks to derail Airbus order,1,2,2
2020-05-12,State-backed loan schemes deliver £15bn to UK businesses,1,1,2
2020-05-12,"Nils Pratley on finance  


  Nice try Mr O'Leary, but Ryanair doesn't write the rules",2,1,1
2020-05-12,'Dancing with devil': people forced back to work fear for health,1,0,2
2020-05-12,Fast-food chains step up plans to reopen as lockdown loosens,1,1,2
2020-05-12,"Politics live with Andrew Sparrow  UK coronavirus: recession already happening, says Rishi Sunak, as furlough scheme extended – as it happened",1,0,2
2020-05-12,How the UK furlough scheme compares with other countries,1,1,2
2020-05-12,Will coronavirus lead to fairer societies? Thomas Piketty explores the prospect,1,2,2
2020-05-12,Cruise firm Carnival UK 'to cut 450 jobs' at Southampton HQ,1,0,1
2020-05-12,Vue outlines physical distancing plans to help reopen cinemas,1,2,2
2020-05-12,Saudi Aramco reports 25% dip in profits after oil market collapse,1,1,2
2020-05-12,"Tesla workers’ unemployment may be suspended if they don't return, emails show",1,0,1
2020-05-12,Business live  Companies strive to keep working under Covid-19 restrictions - as it happened,1,1,2
2020-05-12,Ryanair passengers will have to ask to use toilet when flights resume,1,1,2
2020-05-12,B&Q sales begin UK recovery after 70% lockdown slump,1,1,2
2020-05-12,"For Rishi Sunak, ending furlough scheme will be harder than starting it",1,1,2
